,Unnamed: 0,ev_city,ev_country,ev_state,latitude,longitude
1223,21800,OCHOPEE        ,USA,FL,25.9014871,-81.3034103
1224,21806,HONOLULU       ,USA,HI,21.3069444,-157.8583333
1225,21814,LOS ANGELES    ,USA,CA,34.0522342,-118.2436849
1226,21834,GRAND CANYON   ,USA,AZ,36.0544445,-112.1401108
1227,21861,Guadalajara,MX,,20.6596988,-103.3496092
1228,21867,NEWARK         ,USA,NJ,40.735657,-74.1723667
1229,21874,TERRE HAUTE    ,USA,IN,39.4667034,-87.41390919999999
1230,21882,ZEPHYRHILLS    ,USA,FL,28.2336196,-82.18119469999999
1231,21894,SILVER PLUME   ,USA,CO,39.6960983,-105.7258386
1232,21931,SLOVAK REPUBLIC,LO,,,
1233,21950,Hobart Tasmania,AS,,-42.881903,147.323814
1234,21969,ALBANY         ,USA,NY,42.6525793,-73.7562317
1235,22005,,FR,,18.7756318,100.7730417
1236,22015,ELIDA          ,USA,NM,33.9467526,-103.6566262
1237,22037,COZUMEL        ,MX,,20.4229839,-86.9223432
1238,22038,DALLAS/FT WORTH,USA,TX,32.761422,-96.8580128
1239,22039,JACKSONVILLE   ,USA,FL,30.3321838,-81.65565099999999
1240,22040,Georgetown,GY,,6.8012793,-58.1551255
1241,22047,CLEARWATER,CA,,51.6510712,-120.0381726
1242,22086,NEAR CHINITNA B,USA,AK,61.5179683,-144.4395913
1243,22110,GRAND CANYON   ,USA,AZ,36.0544445,-112.1401108
1244,22111,"Sibu, Malaysia",MY,,2.287284,111.830535
1245,22112,"Lahore, Pakistan",PK,,31.55460609999999,74.3571581
1246,22119,ALMAUTLAK      ,USA,AK,60.8669444,-162.2730556
1247,22124,E BRAKE BLK 397,,GM,50.8551511,-0.9991781999999998
1248,22134,PORTLAND       ,USA,IN,40.43448950000001,-84.9777455
1249,22189,PALM SPRINGS   ,USA,CA,33.8302961,-116.5452921
1250,22210,Barcelona,SP,,-23.6221281,-46.5523766
1251,22234,CUBA           ,USA,NM,36.0222403,-106.9583721
1252,22248,PHILADELPHIA   ,USA,PA,39.9525839,-75.1652215
1253,22279,HIGH ISLAND 474,,GM,51.55856989999999,0.5510245
1254,22293,ST. VINCENT    ,WN,,51.4929773,-0.1311696
1255,22295,MOUNT PLEASANT ,USA,TN,35.5342414,-87.20695409999999
1256,22337,NASHVILLE      ,USA,TN,36.1626638,-86.7816016
1257,22348,Niigata,JA,,37.8901609,139.1445508
1258,22385,LOUISVILLE     ,USA,KY,38.2526647,-85.7584557
1259,22392,DETROIT        ,USA,MI,42.331427,-83.0457538
1260,22402,HYANNIS        ,USA,MA,41.6524911,-70.2881124
1261,22406,CLOVIS         ,USA,NM,34.4047987,-103.2052272
1262,22422,MOUNT HALEAKALA,USA,HI,20.709722,-156.253333
1263,22440,NOME           ,USA,AK,64.5011111,-165.4063889
1264,22460,LOMPOC         ,USA,CA,34.6391501,-120.4579409
1265,22472,FLAGSTAFF      ,USA,AZ,35.1982836,-111.651302
1266,22504,Nairegi Enkera,KE,,,
1267,22541,COLUMBIA       ,CO,,4.570868,-74.297333
1268,22549,PORTLAND       ,USA,OR,45.5230622,-122.6764816
1269,22570,RICHLAND       ,USA,VA,37.867737,-80.481888
1270,22586,KENAI          ,USA,AK,60.55444439999999,-151.2583333
1271,22598,WATERFORD      ,USA,CT,41.3542395,-72.164816
1272,22616,PITTSBURGH     ,USA,PA,40.44062479999999,-79.9958864
1273,22632,BETHEL         ,USA,AK,60.7922222,-161.7558333
1274,22652,SEATTLE        ,USA,WA,47.6062095,-122.3320708
1275,22662,LAREDO         ,USA,TX,27.5305671,-99.48032409999999
1276,22670,TREMONTON      ,USA,UT,41.71187279999999,-112.1655079
1277,22676,WEST PALM BEACH,USA,FL,26.7153424,-80.0533746
1278,22679,FITIUTA        ,AS,,-14.2179118,-169.4239707
1279,22683,KIVALINA       ,USA,AK,67.72694430000001,-164.5333333
1280,22692,NEWBURGH       ,USA,NY,41.5034271,-74.0104178
1281,22711,Némisko,CA,,36.778261,-119.4179324
1282,22740,Monterrey,MX,,25.6866142,-100.3161126
1283,22745,MARION         ,USA,IL,37.7306054,-88.9331256
1284,22754,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1285,22772,Saint Pierre de Bressieux,FR,,45.316189,5.287663999999999
1286,22786,DENVER         ,USA,CO,39.7392358,-104.990251
1287,22837,ITHACA         ,USA,NY,42.4439614,-76.5018807
1288,22842,PORCUPINE LODGE,USA,AK,,
1289,22846,Coari,BR,,-4.0944897,-63.1446104
1290,22872,AMES           ,USA,IA,42.0307812,-93.63191309999999
1291,22881,ARUSHA,TZ,,-3.3869254,36.6829927
1292,22893,CEYHAN ADANA,TU,,37.045706,35.8169328
1293,22919,NUEVA COLONIA  ,CO,,6.1713679,-75.5916116
1294,22923,TOLUCA         ,MX,,19.2826098,-99.6556653
1295,22924,MEETEETSE      ,USA,WY,44.1571766,-108.8715193
1296,22925,South Tim Bailier Platform,USA,GM,,
1297,22930,SAO PAULO      ,BR,,-23.5505199,-46.63330939999999
1298,22932,Dubai,TC,,25.1385928,55.2034879
1299,22963,MORGAN CITY    ,USA,LA,29.6993748,-91.20676999999999
1300,22965,AGUADILLA      ,,PR,18.4274454,-67.1540698
1301,22983,Gelsdorf,GE,,,
1302,22994,HOWARD         ,USA,CO,38.4484137,-105.8363368
1303,23013,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1304,23014,Chitina,USA,AK,61.5158333,-144.4369443
1305,23030,NELSON LAGOON  ,USA,AK,56.0019444,-161.2027778
1306,23038,Wolfsbehringen,GE,,51.0060069,10.4914762
1307,23042,Newark,USA,NJ,40.735657,-74.1723667
1308,23043,LAS VEGAS      ,USA,NV,36.1699412,-115.1398296
1309,23110,LOPEZ ISLAND   ,USA,WA,48.4869178,-122.8955117
1310,23112,EAST GRANBY    ,USA,CT,41.9412081,-72.7273158
1311,23116,San Paulo,BR,,-23.5505199,-46.63330939999999
1312,23126,HAMBURG        ,USA,PA,40.5556484,-75.98187720000001
1313,23142,"Rotterdam, The Netherlands",NL,,51.9244201,4.4777325
1314,23155,Hodkovice,EZ,,,
1315,23171,Puerto Plata,DR,,19.7807686,-70.6871091
1316,23188,THOMPSON       ,USA,UT,38.9710823,-109.713735
1317,23201,CHEVAK         ,USA,AK,61.5277778,-165.5863889
1318,23209,LOS ANGELES,USA,CA,34.0522342,-118.2436849
1319,23216,GUATEMALA CTY. ,GT,,14.6349149,-90.5068824
1320,23246,Hokkaido,JA,,42.5514431,140.761925
1321,23248,WHITTIER       ,USA,AK,60.77305560000001,-148.6838889
1322,23263,ANGOON         ,USA,AK,57.50333329999999,-134.5838889
1323,23272,KANSAS CITY    ,USA,MO,39.0997265,-94.5785667
1324,23278,Querencia do Norte,BR,,-23.0840656,-53.4843365
1325,23309,Muzino Village,RS,,,
1326,23323,ALMA           ,USA,GA,31.5393701,-82.4623557
1327,23338,WILLIAMSPORT   ,USA,AK,59.7139558,-153.7851391
1328,23354,Zhuhai Sanzao Airport,CH,,,
1329,23380,CARIBOU LAKE   ,USA,AK,59.90414260000001,-151.0575536
1330,23382,Lyon St Exupery,FR,,45.76770639999999,4.8545213
1331,23385,Sapotito,MX,,20.2909974,-103.3473487
1332,23408,SHANGHAI       ,CH,,34.0848366,115.3243971
1333,23447,APPLETON       ,USA,WI,44.2619309,-88.41538469999999
1334,23448,PHILADELPHIA   ,USA,PA,39.9525839,-75.1652215
1335,23457,MINTO          ,USA,AK,65.1533333,-149.3369444
1336,23483,CHARLESTON     ,USA,WV,38.3498195,-81.6326234
1337,23499,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1338,23520,OAKLEY         ,USA,UT,40.7146722,-111.300744
1339,23570,San Alberto,CO,,7.761063000000001,-73.39361699999999
1340,23576,ALBUQUERQUE    ,USA,NM,35.0853336,-106.6055534
1341,23583,PATTERSON      ,USA,LA,29.6932641,-91.3020502
1342,23602,Huesca,SP,,42.131845,-0.4078058
1343,23613,BARRE          ,USA,VT,44.1767937,-72.4687538
1344,23661,Tel Aviv,IS,,32.0852999,34.78176759999999
1345,23717,NANTUCKET      ,USA,MA,41.2834704,-70.099451
1346,23726,BEDMINSTER     ,USA,NJ,40.669264,-74.68039999999999
1347,23753,ROANOKE        ,USA,VA,37.2709704,-79.9414266
1348,23763,CLARK          ,USA,CO,40.7054117,-106.9192556
1349,23778,ATLANTA        ,USA,GA,33.7489954,-84.3879824
1350,23796,MENOMINEE      ,USA,MI,45.10776269999999,-87.6142737
1351,23814,THEODORE RIVER ,USA,AK,61.3799195,-151.0424038
1352,23827,SPRINGFIELD    ,USA,MO,37.2089572,-93.29229889999999
1353,23832,Chittagong,BG,,22.3475365,91.8123324
1354,23843,ATLANTIC OCEAN ,,AO,-14.5994134,-28.6731465
1355,23852,LAMOILLE       ,USA,NV,40.7279868,-115.4784204
1356,23862,PANAMA CITY    ,USA,FL,30.1588129,-85.6602058
1357,23872,Le Castellet,FR,,43.203551,5.776755
1358,23878,GRAND ISLE BL73,,GM,29.2366172,-89.9872941
1359,23905,WEST CAICOS ISL,TK,,,
1360,23908,Tamanrassett,AG,,22.786218,5.531149399999999
1361,23914,SIOUX FALLS    ,USA,SD,43.5445959,-96.73110340000001
1362,23948,ATMAUTLUAK     ,USA,AK,60.8669444,-162.2730556
1363,23992,JACKSONVILLE   ,USA,FL,30.3321838,-81.65565099999999
1364,24001,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1365,24011,BUFFALO        ,USA,NY,42.88644679999999,-78.8783689
1366,24044,WEST PALM BEACH,USA,FL,26.7153424,-80.0533746
1367,24052,TOK            ,USA,AK,63.3366667,-142.9855556
1368,24075,SKWENTNA       ,USA,AK,61.923613,-151.1683574
1369,24078,WILMINGTON     ,USA,DE,39.7390721,-75.5397878
1370,24089,GRAND CANYON   ,USA,AZ,36.0544445,-112.1401108
1371,24130,NIKABUNA LAKE  ,USA,AK,60.1051208,-155.427565
1372,24136,CROSS CITY     ,USA,FL,29.6343977,-83.12513059999999
1373,24139,KENNER         ,USA,LA,29.9940924,-90.2417434
1374,24149,BLOCK ISLAND   ,USA,RI,41.172137,-71.5576045
1375,24172,MEDICINE BOW   ,USA,WY,41.8955212,-106.2047385
1376,24180,VANDIVER,USA,AL,33.4708325,-86.513511
1377,24191,DELTA JUNCTION ,USA,AK,64.0377778,-145.7322222
1378,24208,S. TIM 171D    ,,GM,45.9204137,-66.7200393
1379,24223,CORDOVA        ,USA,AK,60.5424087,-145.7525414
1380,24256,MINNEAPOLIS    ,USA,MN,44.977753,-93.2650108
1381,24277,COLUMBUS       ,USA,OH,39.9611755,-82.99879419999999
1382,24282,TRAVERSE CITY  ,USA,MI,44.7630567,-85.62063169999999
1383,24301,SABINE         ,USA,TX,30.5639831,-93.65090049999999
1384,24323,MIAMI          ,USA,FL,25.7616798,-80.1917902
1385,24331,English Channel,UK,,,
1386,24340,60 N. JAKARTA  ,ID,,-6.165962599999999,106.8559291
1387,24370,UGASHIK        ,USA,AK,57.51305559999999,-157.3975
1388,24387,SAN DIEGO      ,USA,CA,32.715738,-117.1610838
1389,24388,FORT MYERS     ,USA,FL,26.640628,-81.8723084
1390,24416,PORT ALSWORTH  ,USA,AK,60.20249999999999,-154.3127778
1391,24421,BILLINGS       ,USA,MT,45.7832856,-108.5006904
1392,24441,DEADHORSE      ,USA,AK,70.20019959999999,-148.4597191
1393,24444,NEW STUYAHOK   ,USA,AK,59.4527778,-157.3119443
1394,24446,Maiquetia,VE,,10.6035234,-66.99284399999999
1395,24447,Karelia,RS,,,
1396,24462,BROOMFIELD     ,USA,CO,39.9205411,-105.0866504
1397,24463,VERNAL         ,USA,UT,40.4555157,-109.5287479
1398,24469,Salta,AR,,-24.7821269,-65.4231976
1399,24484,MINERAL WELLS  ,USA,TX,32.8084605,-98.1128223
1400,24489,Lagos,NI,,6.696831299999999,3.238899
1401,24493,HONOLULU       ,USA,HI,21.3069444,-157.8583333
1402,24500,WALKERS CAY    ,BF,,,
1403,24517,KETCHIKAN      ,USA,AK,55.34222219999999,-131.6461111
1404,24551,CANDLE         ,USA,AK,65.91426799999999,-161.934799
1405,24594,GREENSBORO,USA,NC,36.0726354,-79.7919754
1406,24609,KETCHIKAN      ,USA,AK,55.34222219999999,-131.6461111
1407,24614,Heathrow IAP,UK,,,
1408,24623,DURANGO,MX,,24.0277202,-104.6531759
1409,24635,MIAMI          ,USA,FL,25.7616798,-80.1917902
1410,24642,ONEONTA        ,USA,NY,42.4528571,-75.0637746
1411,24646,FLORENCE       ,USA,SC,34.1954331,-79.7625625
1412,24653,Hong Kong,HK,,22.2783151,114.174695
1413,24667,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1414,24700,Puebla,MX,,19.0412967,-98.20619959999999
1415,24747,Cantagallo,EC,,-1.302578,-80.73692299999999
1416,24756,MIAMI          ,USA,FL,25.7616798,-80.1917902
1417,24762,ANTELOPE WELLS ,USA,NM,31.3353695,-108.5306436
1418,24769,Santa Rosa,EC,,-3.4593888,-79.9668308
1419,24774,HI. NAT'L PARK ,USA,HI,,
1420,24779,WALLINGFORD    ,USA,CT,41.4570108,-72.8230736
1421,24798,TAMPA          ,USA,FL,27.950575,-82.4571776
1422,24810,HOPEWELL       ,USA,VA,37.3043154,-77.28720009999999
1423,24827,ECKERMAN       ,USA,MI,46.3652931,-85.0353578
1424,24840,Darwin Aerodrome,AS,,,
1425,24893,DECATUR        ,USA,MI,42.1080979,-85.97445689999999
1426,24900,San Felipe,CI,,,
1427,24926,NEAR ILIAMNA   ,USA,AK,59.7547222,-154.9061111
1428,25007,BURSA          ,TU,,48.5195659,9.0557378
1429,25020,Albrook,PM,,,
1430,25033,DOUGLASSVILLE  ,USA,PA,40.2581117,-75.7262916
1431,25043,CHICHEN ITZA,MX,,20.6783333,-88.5688888
1432,25044,ELIM           ,USA,AK,64.61749999999999,-162.2605556
1433,25067,Malaga,SP,,-23.4816157,-46.7780451
1434,25080,ELKHORN        ,USA,WI,42.6727927,-88.5445447
1435,25095,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1436,25099,WEATHERFORD    ,USA,TX,32.7592955,-97.7972544
1437,25101,Chicago,USA,IL,41.8781136,-87.6297982
1438,25120,SYLVAN SPRINGS ,USA,AL,33.5156628,-87.01499480000001
1439,25137,PHILADELPHIA   ,USA,PA,39.9525839,-75.1652215
1440,25149,"Halim, Indonesia",ID,,-6.240401899999999,106.8792665
1441,25191,PADERBORN      ,GE,,52.2644481,5.6095899
1442,25207,BEATTY         ,USA,NV,36.9085566,-116.7592265
1443,25247,CHARLOTTE      ,USA,NC,35.2270869,-80.8431267
1444,25262,GRAND JUNCTION ,USA,CO,39.0638705,-108.5506486
1445,25298,NEAR EKWOK     ,USA,AK,59.3497222,-157.4752777
1446,25303,BLANDING       ,USA,UT,37.6241646,-109.478177
1447,25358,FORT YUKON     ,USA,AK,66.56734999999999,-145.2513402
1448,25359,Jena-Isserstedt,GE,,,
1449,25361,NOORVIK        ,USA,AK,66.8383333,-161.0327778
1450,25371,EMPORIA        ,USA,KS,38.403903,-96.18166260000001
1451,25376,Moscow,RS,,55.755826,37.6173
1452,25380,LAS VEGAS      ,USA,NV,36.1699412,-115.1398296
1453,25389,PHILADELPHIA   ,USA,PA,39.9525839,-75.1652215
1454,25411,KIVALINA       ,USA,AK,67.72694430000001,-164.5333333
1455,25451,HAINES         ,USA,AK,59.2358333,-135.445
1456,25466,IVANOF BAY     ,USA,AK,55.9105409,-159.4922634
1457,25468,Swan River,CA,,52.1050923,-101.2706212
1458,25475,ST. THOMAS     ,,VI,18.335361,-64.95340089999999
1459,25496,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1460,25511,Piedras Negras,MX,,28.6916182,-100.5408622
1461,25530,ATLANTIC OCEAN ,,AO,-14.5994134,-28.6731465
1462,25542,SPARREVOHN     ,USA,AK,65.56389,-167.91888
1463,25552,South Timbalier 127,USA,GM,,
1464,25555,GROTON         ,USA,CT,41.3497456,-72.0790717
1465,25603,LA CEIBA       ,HO,,15.7734407,-86.7868604
1466,25629,Taipei,TW,,25.0329694,121.5654177
1467,25650,Monterrey,MX,,25.6866142,-100.3161126
1468,25659,FT.LAUDERDALE  ,USA,FL,26.1224386,-80.13731740000001
1469,25663,ELFIN COVE     ,USA,AK,58.1944444,-136.3433333
1470,25673,NUIQSUT        ,USA,AK,70.2175,-150.9763889
1471,25688,Ishikawa,JA,,36.5433825,136.6120907
1472,25690,MIAMI          ,USA,FL,25.7616798,-80.1917902
1473,25702,FAIRBANKS      ,USA,AK,64.8377778,-147.7163889
1474,25708,TAMBON THA CHAL,IN,,,
1475,25745,EAGLE          ,USA,AK,64.78805559999999,-141.2
1476,25764,HIGH ISLAND A20,,GM,52.4806,-1.8907
1477,25772,MOLINE         ,USA,IL,41.5067003,-90.51513419999999
1478,25818,Telluride,USA,CO,37.9374939,-107.8122852
1479,25834,PELICAN NARROWS,CA,,55.171526,-102.939774
1480,25857,JACKSONVILLE   ,USA,FL,30.3321838,-81.65565099999999
1481,25904,PLEASANTON     ,USA,CA,37.6624312,-121.8746789
1482,25908,Niedersachsen,GE,,52.2883983,10.552325
1483,25914,KAHULUI        ,USA,HI,20.8893351,-156.4729469
1484,25936,Schefferville,CA,,54.8245589,-66.81747949999999
1485,25945,JUNEAU         ,USA,AK,58.3019444,-134.4197222
1486,25949,VIRGINIA CITY  ,USA,NV,39.3095135,-119.6499793
1487,25980,CHICAGO        ,USA,IL,41.8781136,-87.6297982
1488,26042,GAKONA         ,USA,AK,62.3019444,-145.3019444
1489,26060,JUNEAU         ,USA,AK,58.3019444,-134.4197222
1490,26061,BENTLEY CREEK  ,USA,PA,41.946463,-76.71328539999999
1491,26087,AKIACHAK       ,USA,AK,60.9094444,-161.4313889
1492,26110,HIGH ISLAND 389,,GM,51.5551854,0.5531296
1493,26132,MIAMI          ,USA,FL,25.7616798,-80.1917902
1494,26175,PATTERSON      ,USA,LA,29.6932641,-91.3020502
1495,26182,Libertad,UY,,-34.6395791,-56.6121145
1496,26211,CHARLESTON     ,USA,WV,38.3498195,-81.6326234
1497,26220,ALBUQUERQUE    ,USA,NM,35.0853336,-106.6055534
1498,26221,FARGO          ,USA,ND,46.8771863,-96.7898034
1499,26230,BOSTON         ,USA,MA,42.3600825,-71.0588801
1500,26240,Empingham,UK,,52.6672407,-0.5970475
1501,26260,TRAVERSE CITY  ,USA,MI,44.7630567,-85.62063169999999
1502,26277,MIAMI          ,USA,FL,25.7616798,-80.1917902
1503,26280,COVINGTON      ,USA,KY,39.0836712,-84.5085536
1504,26289,CHARLOTTE      ,USA,NC,35.2270869,-80.8431267
1505,26302,Ayapel,CO,,8.3092849,-75.140264
1506,26316,PEOTONE        ,USA,IL,41.3322554,-87.78532170000001
1507,26339,Ramstein,GE,,,
1508,26347,PAXSON         ,USA,AK,63.03224760000001,-145.4972418
1509,26358,CASHMERE       ,USA,WA,47.5223465,-120.4698024
1510,26361,KETCHIKAN      ,USA,AK,55.34222219999999,-131.6461111
1511,26362,SAN LUIS OBISPO,USA,CA,35.2827524,-120.6596156
1512,26390,VALPARAISO     ,CI,,-16.023795,-48.0179957
1513,26403,GRAYLING       ,USA,AK,62.90361109999999,-160.0647222
1514,26414,Dhoyntji,AS,,,
1515,26417,Sao Paulo,BR,,-23.5505199,-46.63330939999999
1516,26444,FALLON         ,USA,NV,39.4748693,-118.7770407
1517,26460,Solo (Java Is.),ID,,-6.9228108,107.6598149
1518,26476,ROSKILDE       ,DA,,55.64191,12.087845
1519,26513,DENVER         ,USA,CO,39.7392358,-104.990251
1520,26520,ATLANTA        ,USA,GA,33.7489954,-84.3879824
1521,26538,Tanjung Pinang,ID,,0.9185504,104.4665072
1522,26566,NEW YORK       ,USA,NY,40.7127837,-74.0059413
1523,26567,WEST PALM BEACH,USA,FL,26.7153424,-80.0533746
1524,26593,ASPEN          ,USA,CO,39.1910983,-106.8175387
1525,26597,PROVIDENCE     ,USA,RI,41.8239891,-71.4128343
1526,26603,MERION         ,USA,PA,39.9982136,-75.2508229
1527,26611,LANE CITY      ,USA,TX,29.2152606,-96.02612649999999
1528,26622,MASON CITY     ,USA,IA,43.1535728,-93.20103669999999
1529,26630,Dulles Airport,USA,VA,38.9531162,-77.45653879999999
1530,26639,FT. LAUDERDALE ,USA,FL,26.1224386,-80.13731740000001
1531,26649,Harare,ZI,,-17.8906362,30.9920867
1532,26658,Finningley,UK,,53.4863102,-0.9843103
1533,26665,TOGIAK         ,USA,AK,59.06194439999999,-160.3763889
1534,26705,Cuidad Guayana,VE,,8.3663119,-62.6496813
1535,26706,Aguascalientes,MX,,21.8852562,-102.2915677
1536,26724,Madrid,SP,,-22.7349114,-47.1697091
1537,26733,KOYUK          ,USA,AK,64.93194439999999,-161.1569443
1538,26740,WENZHO         ,CH,,27.98121,120.7061292
1539,26752,Miami,USA,FL,25.7616798,-80.1917902
1540,26783,MONUMENT VALLEY,USA,UT,37.00424539999999,-110.1734785
1541,26789,PORT WALTER    ,USA,AK,56.3810172,-134.6509311
1542,26801,ALTOONA        ,USA,PA,40.5186809,-78.3947359
1543,26819,DETROIT        ,USA,MI,42.331427,-83.0457538
1544,26858,SANTAN,ID,,-0.055815,117.451302
1545,26869,DENVER         ,USA,CO,39.7392358,-104.990251
1546,26870,BREVIG MISSION ,USA,AK,65.3347222,-166.4891667
1547,26882,Medellin,CO,,6.253040800000001,-75.5645737
1548,26899,OUZINKIE       ,USA,AK,57.9236111,-152.5022222
1549,26919,Bella Bella,CA,,52.1605419,-128.1455793
1550,26973,SKWENTNA       ,USA,AK,61.923613,-151.1683574
1551,26974,KAOHSLUNG      ,TW,,22.6272784,120.3014353
1552,26994,VAN NUYS,USA,CA,34.1898566,-118.451357
1553,27003,NAKNEK         ,USA,AK,58.72833329999999,-157.0138889
1554,27009,Dulles,USA,VA,38.9558546,-77.44781929999999
1555,27066,Amaga,CO,,6.037113000000001,-75.702277
1556,27067,"Kempton, Germany",GE,,,
1557,27068,PUNTO FIJO     ,VE,,11.711511,-70.1813018
1558,27084,"Beluru, Sarawak",MY,,3.983333,114.1
1559,27094,NASHVILLE      ,USA,TN,36.1626638,-86.7816016
1560,27099,KANSAS CITY    ,USA,MO,39.0997265,-94.5785667
1561,27104,BETHEL         ,USA,AK,60.7922222,-161.7558333
1562,27140,OCRACOKE       ,USA,NC,35.1146152,-75.9810097
1563,27175,KOTZEBUE       ,USA,AK,66.89833329999999,-162.5966666
1564,27187,NEWMARKET      ,UK,,52.24487999999999,0.407962
1565,27196,Cranbrook,CA,,49.5129678,-115.7694002
1566,27220,CINCINNATI     ,USA,OH,39.1031182,-84.5120196
1567,27239,Saga,JA,,33.2559781,130.2622999
1568,27325,SYRACUSE       ,USA,NY,43.0481221,-76.14742439999999
1569,27347,Toccoa,USA,GA,34.5773206,-83.3323851
1570,27350,GREELEY        ,USA,CO,40.4233142,-104.7091322
1571,27375,Yogyakarta,ID,,-7.7955798,110.3694896
1572,27378,NEWBURGH       ,USA,NY,41.5034271,-74.0104178
1573,27394,LUQUA          ,MT,,35.8582865,14.4868883
1574,27397,MEETEETSE      ,USA,WY,44.1571766,-108.8715193
1575,27402,Memphis,USA,TN,35.1495343,-90.0489801
1576,27443,PORT O'CONNER  ,USA,TX,28.4475898,-96.4053596
1577,27451,Moisselles,FR,,49.04616799999999,2.341234
1578,27495,NEAR KIPNUK    ,USA,AK,59.9401747,-164.0833318
1579,27502,"Katra, India",IN,,22.9731219,86.8546573
1580,27512,PENDLETON      ,USA,OR,45.672075,-118.7885967
1581,27514,Alice Arm,CA,,55.482822,-129.489969
1582,27530,Brest,FR,,48.390394,-4.486076
1583,27548,Mahone,TZ,,32.5360581,-94.3561568
1584,27578,KALAMAZOO      ,USA,MI,42.2917069,-85.5872286
1585,27581,"Saskatoon, Saskatchewan, Canada",CA,,52.1332144,-106.6700458
1586,27590,MORA           ,USA,NM,35.9742227,-105.3300057
1587,27596,CUIDAD BOLIVAR ,VE,,8.088279100000001,-63.5535552
1588,27608,CATAMARA,EC,,,
1589,27630,TRINIDAD       ,WN,,35.8237569,-105.9200238
1590,27642,GRANGEVILLE    ,USA,ID,45.926552,-116.1223654
1591,27698,BENTON HARBOR  ,USA,MI,42.1167065,-86.45418939999999
1592,27707,Sakha Republic,RS,,66.7613451,124.1237531
1593,27712,BULVERDE       ,USA,TX,29.7438332,-98.4530729
1594,27743,ARICA          ,PE,,-1.583256,-75.18881999999999
1595,27748,Yardley,USA,PA,40.245664,-74.8459972
1596,27772,RIO SIDRA      ,PM,,,
1597,27786,BANGOR         ,USA,ME,44.80118210000001,-68.77781379999999
1598,27789,Buckinghamshire,UK,,51.8137073,-0.8094705
1599,27798,BETHEL         ,USA,AK,60.7922222,-161.7558333
1600,27803,Gulf of Mexico,USA,,30.0367543,-84.336621
1601,27811,Channel Islands,UK,AO,,
1602,27834,HYANNIS        ,USA,MA,41.6524911,-70.2881124
1603,27835,ILIAMNA        ,USA,AK,59.7547222,-154.9061111
1604,27895,ANGLETON       ,USA,TX,29.16941,-95.4318847
1605,27896,GOLDFIELD      ,USA,NV,37.7084481,-117.2357131
1606,27958,BUTTE          ,USA,MT,46.0038232,-112.5347776
1607,27959,Hamm-Lippewiese,GE,,51.6738583,7.815981600000001
1608,27981,ORLANDO        ,USA,FL,28.5383355,-81.3792365
1609,28014,Grand Isle S108,USA,GM,29.2366172,-89.9872941
1610,28020,CHICOPEE       ,USA,MA,42.1487043,-72.6078672
1611,28036,Riyadh,SA,,24.7135517,46.6752957
1612,28040,LITTLE ROCK    ,USA,AR,34.7464809,-92.28959479999999
1613,28042,VALDEZ         ,USA,AK,61.13083330000001,-146.3483333
1614,28049,METLAKATLA     ,USA,AK,55.1291667,-131.5722222
1615,28060,GLEN BURNIE    ,USA,MD,39.1626084,-76.6246886
1616,28109,COLUMBUS       ,USA,OH,39.9611755,-82.99879419999999
1617,28130,DETROIT        ,USA,MI,42.331427,-83.0457538
1618,28131,Zurich,SZ,,47.2226601,8.751896
1619,28140,Shakar Darah District,AF,,,
1620,28143,Taitung,TW,,22.7972447,121.0713702
1621,28147,FORT YUKON     ,USA,AK,66.56734999999999,-145.2513402
1622,28170,SAN FRANCISCO  ,USA,CA,37.7749295,-122.4194155
1623,28181,TWO LAKES      ,USA,AK,61.123027,-153.7985623
1624,28190,Victoriaville,CA,,46.0556724,-71.95895589999999
1625,28194,Ilheua,BR,,-14.7935051,-39.0463797
1626,28207,Canberra,AS,,-35.2819998,149.1286843
1627,28223,ST. AUGUSTINE  ,USA,FL,29.9012437,-81.31243409999999
1628,28231,Rio Branco,BR,,-9.975377,-67.8248977
1629,28250,CONGOTOWN      ,CF,,,
1630,28281,FARGO          ,USA,ND,46.8771863,-96.7898034
1631,28294,Auckland,NZ,,-36.8484597,174.7633315
1632,28309,MANGROVE KEY   ,CF,,,
1633,28322,Boquete,PM,,,
1634,28338,Monastir,TS,,,
1635,28345,OLATHE         ,USA,KS,38.8813958,-94.81912849999999
1636,28347,AMERY          ,USA,WI,45.3069062,-92.3621369
1637,28349,Ishpingo,EC,,-2.4377072,-76.7960732
1638,28356,Port Alberni,CA,,49.2338882,-124.8055494
1639,28366,MIAMI          ,USA,FL,25.7616798,-80.1917902
1640,28381,GISBORNE,NZ,,-38.662334,178.017649
1641,28384,NONDALTON      ,USA,AK,59.9736111,-154.8458333
1642,28387,Amsterdam,NL,,52.3702157,4.895167900000001
1643,28395,MYRTLE BEACH   ,USA,SC,33.6890603,-78.8866943
1644,28435,SMITHVILLE     ,USA,TN,35.9606185,-85.8141516
1645,28456,KOTZEBUE       ,USA,AK,66.89833329999999,-162.5966666
1646,28470,DRIFT RIVER    ,USA,AK,60.5888675,-152.1619772
